Aligner,Metric,Mean,Std,Min,Max,Count
mea,column_identity,0.8533326898972807,0.2613187313924411,0.056291390728476824,1.0,368
viterbi,column_identity,0.8536664537814649,0.2602165000654949,0.04961832061068702,1.0,368
mea,f1,0.929680817525459,0.15149793149465798,0.0,1.0,368
viterbi,f1,0.9269933018879458,0.15355796545323533,0.022598870056497175,1.0,368
mea,precision,0.9277628606684908,0.15351479105248328,0.0,1.0,368
viterbi,precision,0.9250947674390362,0.15552611749981782,0.020942408376963352,1.0,368
mea,recall,0.9318280901032069,0.14945335246817237,0.0,1.0,368
viterbi,recall,0.9291059797693589,0.1515611258724319,0.024539877300613498,1.0,368
mea,sensitivity,0.9318280901032069,0.14945335246817237,0.0,1.0,368
viterbi,sensitivity,0.9291059797693589,0.1515611258724319,0.024539877300613498,1.0,368
mea,specificity,0.9993658239372922,0.0013669769792033356,0.9889162561576355,1.0,368
viterbi,specificity,0.9993441853675706,0.0013622525377115582,0.9886083743842364,1.0,368
