family,pair_id,gamma,seq_len_x,seq_len_y,total_mass,mass_mea,mass_vit,delta_mass,delta_mass_pct,num_mea,num_vit,num_shared,mass_shared,mass_mea_only,mass_vit_only,mean_post_mea,mean_post_vit,efficiency_mea,efficiency_vit,jaccard
RF00060,RF00060_0.sto_0,0.625,132,132,129.546098322506,124.09492418373242,123.43436244186762,0.6605617418647967,0.5099047755342837,130,130,128,122.76713650659482,1.3277876771375916,0.6672259352727996,0.9545763398748645,0.9494950957066737,0.9545763398748648,0.949495095706674,0.9696969696969697
RF00060,RF00060_0.sto_0,0.75,132,132,129.546098322506,124.09492418373242,123.43436244186762,0.6605617418647967,0.5099047755342837,130,130,128,122.76713650659482,1.3277876771375916,0.6672259352727996,0.9545763398748645,0.9494950957066737,0.9545763398748648,0.949495095706674,0.9696969696969697
RF00060,RF00060_0.sto_0,0.875,132,132,129.546098322506,124.09492418373242,123.43436244186762,0.6605617418647967,0.5099047755342837,130,130,128,122.76713650659482,1.3277876771375916,0.6672259352727996,0.9545763398748645,0.9494950957066737,0.9545763398748648,0.949495095706674,0.9696969696969697
RF00060,RF00060_0.sto_0,0.95,132,132,129.546098322506,124.09492418373242,123.43436244186762,0.6605617418647967,0.5099047755342837,130,130,128,122.76713650659482,1.3277876771375916,0.6672259352727996,0.9545763398748645,0.9494950957066737,0.9545763398748648,0.949495095706674,0.9696969696969697
RF00062,RF00062_0.sto_0,0.01,127,110,107.23494752420577,88.57388742258608,97.44323307085838,-8.8693456482723,-8.270946974884522,109,107,94,87.96573997940462,0.6081474431814519,9.477493091453752,0.812604471766845,0.9106844212229758,0.8126044717668448,0.9106844212229755,0.7704918032786885
RF00062,RF00062_0.sto_0,0.1,127,110,107.23494752420577,97.97479992859344,97.44323307085838,0.5315668577350579,0.49570300541721174,107,107,104,96.21369232830533,1.761107600288127,1.2295407425530787,0.9156523357812473,0.9106844212229758,0.9156523357812472,0.9106844212229755,0.9454545454545454
RF00062,RF00062_0.sto_0,0.125,127,110,107.23494752420577,97.97479992859344,97.44323307085838,0.5315668577350579,0.49570300541721174,107,107,104,96.21369232830533,1.761107600288127,1.2295407425530787,0.9156523357812473,0.9106844212229758,0.9156523357812472,0.9106844212229755,0.9454545454545454
RF00062,RF00062_0.sto_0,0.25,127,110,107.23494752420577,97.97479992859344,97.44323307085838,0.5315668577350579,0.49570300541721174,107,107,104,96.21369232830533,1.761107600288127,1.2295407425530787,0.9156523357812473,0.9106844212229758,0.9156523357812472,0.9106844212229755,0.9454545454545454
RF00062,RF00062_0.sto_0,0.375,127,110,107.23494752420577,97.97479992859344,97.44323307085838,0.5315668577350579,0.49570300541721174,107,107,104,96.21369232830533,1.761107600288127,1.2295407425530787,0.9156523357812473,0.9106844212229758,0.9156523357812472,0.9106844212229755,0.9454545454545454
RF00062,RF00062_0.sto_0,0.5,127,110,107.23494752420577,97.97479992859344,97.44323307085838,0.5315668577350579,0.49570300541721174,107,107,104,96.21369232830533,1.761107600288127,1.2295407425530787,0.9156523357812473,0.9106844212229758,0.9156523357812472,0.9106844212229755,0.9454545454545454
RF00062,RF00062_0.sto_0,0.625,127,110,107.23494752420577,97.97479992859344,97.44323307085838,0.5315668577350579,0.49570300541721174,107,107,104,96.21369232830533,1.761107600288127,1.2295407425530787,0.9156523357812473,0.9106844212229758,0.9156523357812472,0.9106844212229755,0.9454545454545454
RF00062,RF00062_0.sto_0,0.75,127,110,107.23494752420577,97.97479992859344,97.44323307085838,0.5315668577350579,0.49570300541721174,107,107,104,96.21369232830533,1.761107600288127,1.2295407425530787,0.9156523357812473,0.9106844212229758,0.9156523357812472,0.9106844212229755,0.9454545454545454
RF00062,RF00062_0.sto_0,0.875,127,110,107.23494752420577,97.97479992859344,97.44323307085838,0.5315668577350579,0.49570300541721174,107,107,104,96.21369232830533,1.761107600288127,1.2295407425530787,0.9156523357812473,0.9106844212229758,0.9156523357812472,0.9106844212229755,0.9454545454545454
RF00062,RF00062_0.sto_0,0.95,127,110,107.23494752420577,97.97479992859344,97.44323307085838,0.5315668577350579,0.49570300541721174,107,107,104,96.21369232830533,1.761107600288127,1.2295407425530787,0.9156523357812473,0.9106844212229758,0.9156523357812472,0.9106844212229755,0.9454545454545454
RF00062,RF00062_1.sto_0,0.01,127,133,125.31072637889139,107.63384285470237,99.2412673054783,8.392575549224063,6.6974119389015,126,126,106,96.60839606574241,11.025446788959968,2.6328712397359126,0.8542368480531934,0.7876291055990343,0.8542368480531933,0.7876291055990341,0.726027397260274
RF00062,RF00062_1.sto_0,0.1,127,133,125.31072637889139,107.63384285470237,99.2412673054783,8.392575549224063,6.6974119389015,126,126,106,96.60839606574241,11.025446788959968,2.6328712397359126,0.8542368480531934,0.7876291055990343,0.8542368480531933,0.7876291055990341,0.726027397260274
RF00062,RF00062_1.sto_0,0.125,127,133,125.31072637889139,107.63384285470237,99.2412673054783,8.392575549224063,6.6974119389015,126,126,106,96.60839606574241,11.025446788959968,2.6328712397359126,0.8542368480531934,0.7876291055990343,0.8542368480531933,0.7876291055990341,0.726027397260274
RF00062,RF00062_1.sto_0,0.25,127,133,125.31072637889139,107.63384285470237,99.2412673054783,8.392575549224063,6.6974119389015,126,126,106,96.60839606574241,11.025446788959968,2.6328712397359126,0.8542368480531934,0.7876291055990343,0.8542368480531933,0.7876291055990341,0.726027397260274
RF00062,RF00062_1.sto_0,0.375,127,133,125.31072637889139,107.63384285470237,99.2412673054783,8.392575549224063,6.6974119389015,126,126,106,96.60839606574241,11.025446788959968,2.6328712397359126,0.8542368480531934,0.7876291055990343,0.8542368480531933,0.7876291055990341,0.726027397260274
RF00062,RF00062_1.sto_0,0.5,127,133,125.31072637889139,107.63384285470237,99.2412673054783,8.392575549224063,6.6974119389015,126,126,106,96.60839606574241,11.025446788959968,2.6328712397359126,0.8542368480531934,0.7876291055990343,0.8542368480531933,0.7876291055990341,0.726027397260274
RF00062,RF00062_1.sto_0,0.625,127,133,125.31072637889139,107.63384285470237,99.2412673054783,8.392575549224063,6.6974119389015,126,126,106,96.60839606574241,11.025446788959968,2.6328712397359126,0.8542368480531934,0.7876291055990343,0.8542368480531933,0.7876291055990341,0.726027397260274
RF00062,RF00062_1.sto_0,0.75,127,133,125.31072637889139,107.63384285470237,99.2412673054783,8.392575549224063,6.6974119389015,126,126,106,96.60839606574241,11.025446788959968,2.6328712397359126,0.8542368480531934,0.7876291055990343,0.8542368480531933,0.7876291055990341,0.726027397260274
RF00062,RF00062_1.sto_0,0.875,127,133,125.31072637889139,107.63384285470237,99.2412673054783,8.392575549224063,6.6974119389015,126,126,106,96.60839606574241,11.025446788959968,2.6328712397359126,0.8542368480531934,0.7876291055990343,0.8542368480531933,0.7876291055990341,0.726027397260274
RF00062,RF00062_1.sto_0,0.95,127,133,125.31072637889139,107.63384285470237,99.2412673054783,8.392575549224063,6.6974119389015,126,126,106,96.60839606574241,11.025446788959968,2.6328712397359126,0.8542368480531934,0.7876291055990343,0.8542368480531933,0.7876291055990341,0.726027397260274
RF00062,RF00062_2.sto_0,0.01,126,123,121.92411516088502,118.12660136720073,117.82495106868971,0.30165029851102076,0.24740823266420917,122,122,121,117.47620386533292,0.650397501867818,0.34874720335679993,0.9682508308786948,0.9657782874482765,0.9682508308786946,0.9657782874482763,0.983739837398374
RF00062,RF00062_2.sto_0,0.1,126,123,121.92411516088502,118.12660136720073,117.82495106868971,0.30165029851102076,0.24740823266420917,122,122,121,117.47620386533292,0.650397501867818,0.34874720335679993,0.9682508308786948,0.9657782874482765,0.9682508308786946,0.9657782874482763,0.983739837398374
RF00062,RF00062_2.sto_0,0.125,126,123,121.92411516088502,118.12660136720073,117.82495106868971,0.30165029851102076,0.24740823266420917,122,122,121,117.47620386533292,0.650397501867818,0.34874720335679993,0.9682508308786948,0.9657782874482765,0.9682508308786946,0.9657782874482763,0.983739837398374
RF00062,RF00062_2.sto_0,0.25,126,123,121.92411516088502,118.12660136720073,117.82495106868971,0.30165029851102076,0.24740823266420917,122,122,121,117.47620386533292,0.650397501867818,0.34874720335679993,0.9682508308786948,0.9657782874482765,0.9682508308786946,0.9657782874482763,0.983739837398374
RF00062,RF00062_2.sto_0,0.375,126,123,121.92411516088502,118.12660136720073,117.82495106868971,0.30165029851102076,0.24740823266420917,122,122,121,117.47620386533292,0.650397501867818,0.34874720335679993,0.9682508308786948,0.9657782874482765,0.9682508308786946,0.9657782874482763,0.983739837398374
RF00062,RF00062_2.sto_0,0.5,126,123,121.92411516088502,118.12660136720073,117.82495106868971,0.30165029851102076,0.24740823266420917,122,122,121,117.47620386533292,0.650397501867818,0.34874720335679993,0.9682508308786948,0.9657782874482765,0.9682508308786946,0.9657782874482763,0.983739837398374
RF00062,RF00062_2.sto_0,0.625,126,123,121.92411516088502,118.12660136720073,117.82495106868971,0.30165029851102076,0.24740823266420917,122,122,121,117.47620386533292,0.650397501867818,0.34874720335679993,0.9682508308786948,0.9657782874482765,0.9682508308786946,0.9657782874482763,0.983739837398374
RF00062,RF00062_2.sto_0,0.75,126,123,121.92411516088502,118.12660136720073,117.82495106868971,0.30165029851102076,0.24740823266420917,122,122,121,117.47620386533292,0.650397501867818,0.34874720335679993,0.9682508308786948,0.9657782874482765,0.9682508308786946,0.9657782874482763,0.983739837398374
RF00062,RF00062_2.sto_0,0.875,126,123,121.92411516088502,118.12660136720073,117.82495106868971,0.30165029851102076,0.24740823266420917,122,122,121,117.47620386533292,0.650397501867818,0.34874720335679993,0.9682508308786948,0.9657782874482765,0.9682508308786946,0.9657782874482763,0.983739837398374
RF00062,RF00062_2.sto_0,0.95,126,123,121.92411516088502,118.12660136720073,117.82495106868971,0.30165029851102076,0.24740823266420917,122,122,121,117.47620386533292,0.650397501867818,0.34874720335679993,0.9682508308786948,0.9657782874482765,0.9682508308786946,0.9657782874482763,0.983739837398374
RF00062,RF00062_3.sto_0,0.01,128,127,126.76345274858417,125.52902031167537,125.27662081903411,0.2523994926412598,0.19911061679729997,127,127,126,124.90286916387282,0.6261511478025668,0.37375165516130976,0.9884174827690978,0.9864300851892454,0.9884174827690974,0.9864300851892449,0.984375
RF00062,RF00062_3.sto_0,0.1,128,127,126.76345274858417,125.52902031167537,125.27662081903411,0.2523994926412598,0.19911061679729997,127,127,126,124.90286916387282,0.6261511478025668,0.37375165516130976,0.9884174827690978,0.9864300851892454,0.9884174827690974,0.9864300851892449,0.984375
RF00062,RF00062_3.sto_0,0.125,128,127,126.76345274858417,125.52902031167537,125.27662081903411,0.2523994926412598,0.19911061679729997,127,127,126,124.90286916387282,0.6261511478025668,0.37375165516130976,0.9884174827690978,0.9864300851892454,0.9884174827690974,0.9864300851892449,0.984375
RF00062,RF00062_3.sto_0,0.25,128,127,126.76345274858417,125.52902031167537,125.27662081903411,0.2523994926412598,0.19911061679729997,127,127,126,124.90286916387282,0.6261511478025668,0.37375165516130976,0.9884174827690978,0.9864300851892454,0.9884174827690974,0.9864300851892449,0.984375
RF00062,RF00062_3.sto_0,0.375,128,127,126.76345274858417,125.52902031167537,125.27662081903411,0.2523994926412598,0.19911061679729997,127,127,126,124.90286916387282,0.6261511478025668,0.37375165516130976,0.9884174827690978,0.9864300851892454,0.9884174827690974,0.9864300851892449,0.984375
RF00062,RF00062_3.sto_0,0.5,128,127,126.76345274858417,125.52902031167537,125.27662081903411,0.2523994926412598,0.19911061679729997,127,127,126,124.90286916387282,0.6261511478025668,0.37375165516130976,0.9884174827690978,0.9864300851892454,0.9884174827690974,0.9864300851892449,0.984375
RF00062,RF00062_3.sto_0,0.625,128,127,126.76345274858417,125.52902031167537,125.27662081903411,0.2523994926412598,0.19911061679729997,127,127,126,124.90286916387282,0.6261511478025668,0.37375165516130976,0.9884174827690978,0.9864300851892454,0.9884174827690974,0.9864300851892449,0.984375
RF00062,RF00062_3.sto_0,0.75,128,127,126.76345274858417,125.52902031167537,125.27662081903411,0.2523994926412598,0.19911061679729997,127,127,126,124.90286916387282,0.6261511478025668,0.37375165516130976,0.9884174827690978,0.9864300851892454,0.9884174827690974,0.9864300851892449,0.984375
RF00062,RF00062_3.sto_0,0.875,128,127,126.76345274858417,125.52902031167537,125.27662081903411,0.2523994926412598,0.19911061679729997,127,127,126,124.90286916387282,0.6261511478025668,0.37375165516130976,0.9884174827690978,0.9864300851892454,0.9884174827690974,0.9864300851892449,0.984375
RF00062,RF00062_3.sto_0,0.95,128,127,126.76345274858417,125.52902031167537,125.27662081903411,0.2523994926412598,0.19911061679729997,127,127,126,124.90286916387282,0.6261511478025668,0.37375165516130976,0.9884174827690978,0.9864300851892454,0.9884174827690974,0.9864300851892449,0.984375
RF00062,RF00062_4.sto_0,0.01,126,110,104.8201860626321,85.20683624437979,95.17400036808536,-9.967164123705572,-9.508821247226177,107,105,83,80.67985053688167,4.526985707498106,14.494149831203673,0.796325572377381,0.9064190511246222,0.7963255723773812,0.9064190511246225,0.6434108527131783
RF00062,RF00062_4.sto_0,0.1,126,110,104.8201860626321,96.48663642446908,95.17400036808536,1.3126360563837238,1.252274114071309,105,105,100,93.6724367807785,2.8141996436905963,1.5015635873068698,0.9189203468997053,0.9064190511246222,0.9189203468997056,0.9064190511246225,0.9090909090909091
RF00062,RF00062_4.sto_0,0.125,126,110,104.8201860626321,96.48663642446908,95.17400036808536,1.3126360563837238,1.252274114071309,105,105,100,93.6724367807785,2.8141996436905963,1.5015635873068698,0.9189203468997053,0.9064190511246222,0.9189203468997056,0.9064190511246225,0.9090909090909091
RF00062,RF00062_4.sto_0,0.25,126,110,104.8201860626321,96.48663642446908,95.17400036808536,1.3126360563837238,1.252274114071309,105,105,100,93.6724367807785,2.8141996436905963,1.5015635873068698,0.9189203468997053,0.9064190511246222,0.9189203468997056,0.9064190511246225,0.9090909090909091
RF00062,RF00062_4.sto_0,0.375,126,110,104.8201860626321,96.48663642446908,95.17400036808536,1.3126360563837238,1.252274114071309,105,105,100,93.6724367807785,2.8141996436905963,1.5015635873068698,0.9189203468997053,0.9064190511246222,0.9189203468997056,0.9064190511246225,0.9090909090909091
RF00062,RF00062_4.sto_0,0.5,126,110,104.8201860626321,96.48663642446908,95.17400036808536,1.3126360563837238,1.252274114071309,105,105,100,93.6724367807785,2.8141996436905963,1.5015635873068698,0.9189203468997053,0.9064190511246222,0.9189203468997056,0.9064190511246225,0.9090909090909091
RF00062,RF00062_4.sto_0,0.625,126,110,104.8201860626321,96.48663642446908,95.17400036808536,1.3126360563837238,1.252274114071309,105,105,100,93.6724367807785,2.8141996436905963,1.5015635873068698,0.9189203468997053,0.9064190511246222,0.9189203468997056,0.9064190511246225,0.9090909090909091
RF00062,RF00062_4.sto_0,0.75,126,110,104.8201860626321,96.48663642446908,95.17400036808536,1.3126360563837238,1.252274114071309,105,105,100,93.6724367807785,2.8141996436905963,1.5015635873068698,0.9189203468997053,0.9064190511246222,0.9189203468997056,0.9064190511246225,0.9090909090909091
RF00062,RF00062_4.sto_0,0.875,126,110,104.8201860626321,96.48663642446908,95.17400036808536,1.3126360563837238,1.252274114071309,105,105,100,93.6724367807785,2.8141996436905963,1.5015635873068698,0.9189203468997053,0.9064190511246222,0.9189203468997056,0.9064190511246225,0.9090909090909091
RF00062,RF00062_4.sto_0,0.95,126,110,104.8201860626321,96.48663642446908,95.17400036808536,1.3126360563837238,1.252274114071309,105,105,100,93.6724367807785,2.8141996436905963,1.5015635873068698,0.9189203468997053,0.9064190511246222,0.9189203468997056,0.9064190511246225,0.9090909090909091
RF00225,RF00225_0.sto_0,0.01,154,151,148.07216696026867,130.66553446577436,142.7637577960065,-12.098223330232145,-8.170491172374339,151,148,133,129.25555574233763,1.4099787234367305,13.508202053668878,0.8653346653362541,0.9646199851081522,0.865334665336254,0.9646199851081521,0.8012048192771084
RF00225,RF00225_0.sto_0,0.1,154,151,148.07216696026867,143.69232069817502,142.7637577960065,0.9285629021685224,0.6271015824450508,148,148,145,141.73329284385292,1.9590278543221042,1.0304649521536096,0.9708940587714529,0.9646199851081522,0.9708940587714529,0.9646199851081521,0.9602649006622517
RF00225,RF00225_0.sto_0,0.125,154,151,148.07216696026867,143.69232069817502,142.7637577960065,0.9285629021685224,0.6271015824450508,148,148,145,141.73329284385292,1.9590278543221042,1.0304649521536096,0.9708940587714529,0.9646199851081522,0.9708940587714529,0.9646199851081521,0.9602649006622517
RF00225,RF00225_0.sto_0,0.25,154,151,148.07216696026867,143.69232069817502,142.7637577960065,0.9285629021685224,0.6271015824450508,148,148,145,141.73329284385292,1.9590278543221042,1.0304649521536096,0.9708940587714529,0.9646199851081522,0.9708940587714529,0.9646199851081521,0.9602649006622517
RF00225,RF00225_0.sto_0,0.375,154,151,148.07216696026867,143.69232069817502,142.7637577960065,0.9285629021685224,0.6271015824450508,148,148,145,141.73329284385292,1.9590278543221042,1.0304649521536096,0.9708940587714529,0.9646199851081522,0.9708940587714529,0.9646199851081521,0.9602649006622517
